incident_id,entity_id,metric,series_id,timestamp,available_at,value,kind
demo-000,amf,cpu,amf:cpu,1756682160,1756682165,41.92299,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682160,1756682165,31.99616,gauge
demo-000,amf,cpu,amf:cpu,1756682220,1756682225,39.68113,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682220,1756682225,25.65866,gauge
demo-000,amf,cpu,amf:cpu,1756682280,1756682285,38.57494,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682280,1756682285,27.19915,gauge
demo-000,amf,cpu,amf:cpu,1756682340,1756682345,38.64387,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682340,1756682345,24.81804,gauge
demo-000,amf,cpu,amf:cpu,1756682400,1756682405,37.6234,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682400,1756682405,30.21639,gauge
demo-000,amf,cpu,amf:cpu,1756682460,1756682465,40.08741,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682460,1756682465,29.28193,gauge
demo-000,amf,cpu,amf:cpu,1756682520,1756682525,40.87999,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682520,1756682525,32.50533,gauge
demo-000,amf,cpu,amf:cpu,1756682580,1756682585,35.24495,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682580,1756682585,27.22027,gauge
demo-000,amf,cpu,amf:cpu,1756682640,1756682645,42.5406,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682640,1756682645,25.58758,gauge
demo-000,amf,cpu,amf:cpu,1756682700,1756682705,43.35251,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682700,1756682705,38.74159,gauge
demo-000,amf,cpu,amf:cpu,1756682760,1756682765,31.47181,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682760,1756682765,27.56118,gauge
demo-000,amf,cpu,amf:cpu,1756682820,1756682825,39.43684,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682820,1756682825,30.47115,gauge
demo-000,amf,cpu,amf:cpu,1756682880,1756682885,33.30127,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682880,1756682885,29.83865,gauge
demo-000,amf,cpu,amf:cpu,1756682940,1756682945,43.93096,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756682940,1756682945,26.44517,gauge
demo-000,amf,cpu,amf:cpu,1756683000,1756683005,48.51388,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683000,1756683005,32.51547,gauge
demo-000,amf,cpu,amf:cpu,1756683060,1756683065,39.83695,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683060,1756683065,31.33822,gauge
demo-000,amf,cpu,amf:cpu,1756683120,1756683125,34.88825,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683120,1756683125,34.73727,gauge
demo-000,amf,cpu,amf:cpu,1756683180,1756683185,40.87753,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683180,1756683185,33.31887,gauge
demo-000,amf,cpu,amf:cpu,1756683240,1756683245,40.73294,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683240,1756683245,25.89552,gauge
demo-000,amf,cpu,amf:cpu,1756683300,1756683305,39.28192,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683300,1756683305,34.38433,gauge
demo-000,amf,cpu,amf:cpu,1756683360,1756683365,36.42109,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683360,1756683365,28.81618,gauge
demo-000,amf,cpu,amf:cpu,1756683420,1756683425,41.3503,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683420,1756683425,30.27175,gauge
demo-000,amf,cpu,amf:cpu,1756683480,1756683485,39.80513,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683480,1756683485,26.34356,gauge
demo-000,amf,cpu,amf:cpu,1756683540,1756683545,43.66361,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683540,1756683545,30.09189,gauge
demo-000,amf,cpu,amf:cpu,1756683600,1756683605,44.01103,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683600,1756683605,34.01219,gauge
demo-000,amf,cpu,amf:cpu,1756683660,1756683665,40.70629,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683660,1756683665,30.27147,gauge
demo-000,amf,cpu,amf:cpu,1756683720,1756683725,38.85047,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683720,1756683725,28.22788,gauge
demo-000,amf,cpu,amf:cpu,1756683780,1756683785,37.08366,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683780,1756683785,23.55813,gauge
demo-000,amf,cpu,amf:cpu,1756683840,1756683845,37.88224,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683840,1756683845,33.37158,gauge
demo-000,amf,cpu,amf:cpu,1756683900,1756683905,34.85031,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683900,1756683905,35.51074,gauge
demo-000,amf,cpu,amf:cpu,1756683960,1756683965,38.527,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756683960,1756683965,35.18609,gauge
demo-000,amf,cpu,amf:cpu,1756684020,1756684025,43.10935,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684020,1756684025,28.87153,gauge
demo-000,amf,cpu,amf:cpu,1756684080,1756684085,39.04731,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684080,1756684085,30.69651,gauge
demo-000,amf,cpu,amf:cpu,1756684140,1756684145,44.05086,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684140,1756684145,31.05527,gauge
demo-000,amf,cpu,amf:cpu,1756684200,1756684205,39.61085,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684200,1756684205,34.72006,gauge
demo-000,amf,cpu,amf:cpu,1756684260,1756684265,35.55035,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684260,1756684265,30.78825,gauge
demo-000,amf,cpu,amf:cpu,1756684320,1756684325,43.70975,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684320,1756684325,26.66871,gauge
demo-000,amf,cpu,amf:cpu,1756684380,1756684385,40.20987,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684380,1756684385,29.68954,gauge
demo-000,amf,cpu,amf:cpu,1756684440,1756684445,45.88597,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684440,1756684445,29.28945,gauge
demo-000,amf,cpu,amf:cpu,1756684500,1756684505,38.51234,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684500,1756684505,30.98399,gauge
demo-000,amf,cpu,amf:cpu,1756684560,1756684565,43.45531,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684560,1756684565,29.81603,gauge
demo-000,amf,cpu,amf:cpu,1756684620,1756684625,45.20018,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684620,1756684625,35.19693,gauge
demo-000,amf,cpu,amf:cpu,1756684680,1756684685,46.97574,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684680,1756684685,32.48396,gauge
demo-000,amf,cpu,amf:cpu,1756684740,1756684745,37.2103,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684740,1756684745,26.46509,gauge
demo-000,amf,cpu,amf:cpu,1756684800,1756684805,43.00348,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684800,1756684805,32.19232,gauge
demo-000,amf,cpu,amf:cpu,1756684860,1756684865,35.31197,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684860,1756684865,34.53369,gauge
demo-000,amf,cpu,amf:cpu,1756684920,1756684925,35.94513,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684920,1756684925,26.35032,gauge
demo-000,amf,cpu,amf:cpu,1756684980,1756684985,37.39075,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756684980,1756684985,31.82628,gauge
demo-000,amf,cpu,amf:cpu,1756685040,1756685045,40.28813,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685040,1756685045,34.84863,gauge
demo-000,amf,cpu,amf:cpu,1756685100,1756685105,45.9038,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685100,1756685105,32.53975,gauge
demo-000,amf,cpu,amf:cpu,1756685160,1756685165,44.27389,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685160,1756685165,30.7032,gauge
demo-000,amf,cpu,amf:cpu,1756685220,1756685225,39.40989,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685220,1756685225,31.15018,gauge
demo-000,amf,cpu,amf:cpu,1756685280,1756685285,39.49996,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685280,1756685285,27.76924,gauge
demo-000,amf,cpu,amf:cpu,1756685340,1756685345,43.37754,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685340,1756685345,33.98688,gauge
demo-000,amf,cpu,amf:cpu,1756685400,1756685405,39.17935,gauge
demo-000,amf,latency_ms,amf:latency_ms,1756685400,1756685405,34.81276,gauge
demo-000,smf,cpu,smf:cpu,1756681200,1756681205,33.59096,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681200,1756681205,25.19617,gauge
demo-000,smf,cpu,smf:cpu,1756681260,1756681265,42.09675,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681260,1756681265,25.7617,gauge
demo-000,smf,cpu,smf:cpu,1756681320,1756681325,42.80781,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681320,1756681325,28.01288,gauge
demo-000,smf,cpu,smf:cpu,1756681380,1756681385,40.91685,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681380,1756681385,27.88598,gauge
demo-000,smf,cpu,smf:cpu,1756681440,1756681445,43.28211,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681440,1756681445,31.5635,gauge
demo-000,smf,cpu,smf:cpu,1756681500,1756681505,43.31808,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681500,1756681505,26.11058,gauge
demo-000,smf,cpu,smf:cpu,1756681560,1756681565,38.86046,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681560,1756681565,33.26765,gauge
demo-000,smf,cpu,smf:cpu,1756681620,1756681625,36.92218,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681620,1756681625,29.70575,gauge
demo-000,smf,cpu,smf:cpu,1756681680,1756681685,36.65041,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681680,1756681685,25.55839,gauge
demo-000,smf,cpu,smf:cpu,1756681740,1756681745,43.21434,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681740,1756681745,25.85346,gauge
demo-000,smf,cpu,smf:cpu,1756681800,1756681805,41.89879,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681800,1756681805,24.50728,gauge
demo-000,smf,cpu,smf:cpu,1756681860,1756681865,37.8644,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681860,1756681865,28.03715,gauge
demo-000,smf,cpu,smf:cpu,1756681920,1756681925,41.31465,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681920,1756681925,33.96198,gauge
demo-000,smf,cpu,smf:cpu,1756681980,1756681985,44.26889,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756681980,1756681985,33.34378,gauge
demo-000,smf,cpu,smf:cpu,1756682040,1756682045,41.3951,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682040,1756682045,36.23094,gauge
demo-000,smf,cpu,smf:cpu,1756682100,1756682105,44.30496,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682100,1756682105,30.99921,gauge
demo-000,smf,cpu,smf:cpu,1756682160,1756682165,36.66652,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682160,1756682165,23.78105,gauge
demo-000,smf,cpu,smf:cpu,1756682220,1756682225,38.82723,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682220,1756682225,33.31798,gauge
demo-000,smf,cpu,smf:cpu,1756682280,1756682285,38.37169,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682280,1756682285,30.55598,gauge
demo-000,smf,cpu,smf:cpu,1756682340,1756682345,44.25541,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682340,1756682345,30.01902,gauge
demo-000,smf,cpu,smf:cpu,1756682400,1756682405,45.73286,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682400,1756682405,31.74233,gauge
demo-000,smf,cpu,smf:cpu,1756682460,1756682465,36.88207,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682460,1756682465,27.44539,gauge
demo-000,smf,cpu,smf:cpu,1756682520,1756682525,42.66234,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682520,1756682525,31.09959,gauge
demo-000,smf,cpu,smf:cpu,1756682580,1756682585,38.76531,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682580,1756682585,24.50578,gauge
demo-000,smf,cpu,smf:cpu,1756682640,1756682645,34.01976,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682640,1756682645,32.68555,gauge
demo-000,smf,cpu,smf:cpu,1756682700,1756682705,28.14188,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682700,1756682705,37.26125,gauge
demo-000,smf,cpu,smf:cpu,1756682760,1756682765,41.86032,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682760,1756682765,29.10803,gauge
demo-000,smf,cpu,smf:cpu,1756682820,1756682825,43.16322,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682820,1756682825,32.00498,gauge
demo-000,smf,cpu,smf:cpu,1756682880,1756682885,36.44922,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682880,1756682885,29.42597,gauge
demo-000,smf,cpu,smf:cpu,1756682940,1756682945,45.82018,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756682940,1756682945,30.77469,gauge
demo-000,smf,cpu,smf:cpu,1756683000,1756683005,36.23551,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683000,1756683005,31.357,gauge
demo-000,smf,cpu,smf:cpu,1756683060,1756683065,37.84491,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683060,1756683065,22.81722,gauge
demo-000,smf,cpu,smf:cpu,1756683120,1756683125,36.69508,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683120,1756683125,29.46232,gauge
demo-000,smf,cpu,smf:cpu,1756683180,1756683185,40.81355,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683180,1756683185,32.12055,gauge
demo-000,smf,cpu,smf:cpu,1756683240,1756683245,48.14029,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683240,1756683245,29.07875,gauge
demo-000,smf,cpu,smf:cpu,1756683300,1756683305,37.94492,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683300,1756683305,29.78796,gauge
demo-000,smf,cpu,smf:cpu,1756683360,1756683365,36.93786,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683360,1756683365,32.21824,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683420,1756683425,30.78611,gauge
demo-000,smf,cpu,smf:cpu,1756683480,1756683485,34.18071,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683480,1756683485,33.74385,gauge
demo-000,smf,cpu,smf:cpu,1756683540,1756683545,38.82488,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683540,1756683545,32.14319,gauge
demo-000,smf,cpu,smf:cpu,1756683600,1756683605,36.65015,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683600,1756683605,34.83335,gauge
demo-000,smf,cpu,smf:cpu,1756683660,1756683665,47.2852,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683660,1756683665,28.72826,gauge
demo-000,smf,cpu,smf:cpu,1756683720,1756683725,38.30557,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683720,1756683725,32.4378,gauge
demo-000,smf,cpu,smf:cpu,1756683780,1756683785,45.09779,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683780,1756683785,28.09015,gauge
demo-000,smf,cpu,smf:cpu,1756683840,1756683845,41.7924,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683840,1756683845,31.6141,gauge
demo-000,smf,cpu,smf:cpu,1756683900,1756683905,34.30506,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683900,1756683905,27.5802,gauge
demo-000,smf,cpu,smf:cpu,1756683960,1756683965,40.96658,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756683960,1756683965,34.35354,gauge
demo-000,smf,cpu,smf:cpu,1756684020,1756684025,41.07565,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684020,1756684025,31.41341,gauge
demo-000,smf,cpu,smf:cpu,1756684080,1756684085,30.34888,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684080,1756684085,37.64798,gauge
demo-000,smf,cpu,smf:cpu,1756684140,1756684145,38.75806,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684140,1756684145,29.43023,gauge
demo-000,smf,cpu,smf:cpu,1756684200,1756684205,42.09803,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684200,1756684205,32.09759,gauge
demo-000,smf,cpu,smf:cpu,1756684260,1756684265,38.6507,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684260,1756684265,31.84577,gauge
demo-000,smf,cpu,smf:cpu,1756684320,1756684325,33.07731,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684320,1756684325,28.82861,gauge
demo-000,smf,cpu,smf:cpu,1756684380,1756684385,46.67155,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684380,1756684385,31.76178,gauge
demo-000,smf,cpu,smf:cpu,1756684440,1756684445,40.70958,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684440,1756684445,29.02862,gauge
demo-000,smf,cpu,smf:cpu,1756684500,1756684505,36.39031,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684500,1756684505,29.75524,gauge
demo-000,smf,cpu,smf:cpu,1756684560,1756684565,41.92827,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684560,1756684565,22.30577,gauge
demo-000,smf,cpu,smf:cpu,1756684620,1756684625,37.1445,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684620,1756684625,32.50742,gauge
demo-000,smf,cpu,smf:cpu,1756684680,1756684685,41.55081,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684680,1756684685,32.45033,gauge
demo-000,smf,cpu,smf:cpu,1756684740,1756684745,37.99662,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684740,1756684745,28.56269,gauge
demo-000,smf,cpu,smf:cpu,1756684800,1756684805,38.16464,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684800,1756684805,30.94223,gauge
demo-000,smf,cpu,smf:cpu,1756684860,1756684865,30.99289,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684860,1756684865,27.65275,gauge
demo-000,smf,cpu,smf:cpu,1756684920,1756684925,36.33938,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684920,1756684925,33.3389,gauge
demo-000,smf,cpu,smf:cpu,1756684980,1756684985,39.77218,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756684980,1756684985,27.07212,gauge
demo-000,smf,cpu,smf:cpu,1756685040,1756685045,39.11386,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685040,1756685045,29.95906,gauge
demo-000,smf,cpu,smf:cpu,1756685100,1756685105,35.13644,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685100,1756685105,32.05725,gauge
demo-000,smf,cpu,smf:cpu,1756685160,1756685165,30.87705,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685160,1756685165,27.23134,gauge
demo-000,smf,cpu,smf:cpu,1756685220,1756685225,43.06927,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685220,1756685225,26.64139,gauge
demo-000,smf,cpu,smf:cpu,1756685280,1756685285,42.19496,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685280,1756685285,30.83443,gauge
demo-000,smf,cpu,smf:cpu,1756685340,1756685345,43.22803,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685340,1756685345,23.25819,gauge
demo-000,smf,cpu,smf:cpu,1756685400,1756685405,35.91751,gauge
demo-000,smf,latency_ms,smf:latency_ms,1756685400,1756685405,30.2971,gauge
demo-000,upf,cpu,upf:cpu,1756681200,1756681205,38.51313,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681200,1756681205,30.03435,gauge
demo-000,upf,cpu,upf:cpu,1756681260,1756681265,48.19502,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681260,1756681265,33.40815,gauge
demo-000,upf,cpu,upf:cpu,1756681320,1756681325,42.55851,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681320,1756681325,33.749,gauge
demo-000,upf,cpu,upf:cpu,1756681380,1756681385,42.54763,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681380,1756681385,24.64917,gauge
demo-000,upf,cpu,upf:cpu,1756681440,1756681445,34.88064,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681440,1756681445,35.18699,gauge
demo-000,upf,cpu,upf:cpu,1756681500,1756681505,40.81119,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681500,1756681505,31.19097,gauge
demo-000,upf,cpu,upf:cpu,1756681560,1756681565,47.19024,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681560,1756681565,30.03434,gauge
demo-000,upf,cpu,upf:cpu,1756681620,1756681625,39.39579,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681620,1756681625,26.24905,gauge
demo-000,upf,cpu,upf:cpu,1756681680,1756681685,32.85317,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681680,1756681685,32.9871,gauge
demo-000,upf,cpu,upf:cpu,1756681740,1756681745,35.6652,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681740,1756681745,31.13784,gauge
demo-000,upf,cpu,upf:cpu,1756681800,1756681805,39.47109,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681800,1756681805,29.04268,gauge
demo-000,upf,cpu,upf:cpu,1756681860,1756681865,37.68842,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681860,1756681865,28.48813,gauge
demo-000,upf,cpu,upf:cpu,1756681920,1756681925,41.09282,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681920,1756681925,28.55628,gauge
demo-000,upf,cpu,upf:cpu,1756681980,1756681985,31.53338,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756681980,1756681985,30.08733,gauge
demo-000,upf,cpu,upf:cpu,1756682040,1756682045,44.85676,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682040,1756682045,31.1878,gauge
demo-000,upf,cpu,upf:cpu,1756682100,1756682105,38.48077,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682100,1756682105,27.31696,gauge
demo-000,upf,cpu,upf:cpu,1756682160,1756682165,47.34955,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682160,1756682165,35.71518,gauge
demo-000,upf,cpu,upf:cpu,1756682220,1756682225,39.62681,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682220,1756682225,31.09642,gauge
demo-000,upf,cpu,upf:cpu,1756682280,1756682285,37.17094,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682280,1756682285,28.9145,gauge
demo-000,upf,cpu,upf:cpu,1756682340,1756682345,40.12434,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682340,1756682345,30.04196,gauge
demo-000,upf,cpu,upf:cpu,1756682400,1756682405,32.25213,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682400,1756682405,27.05394,gauge
demo-000,upf,cpu,upf:cpu,1756682460,1756682465,40.33592,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682460,1756682465,32.4931,gauge
demo-000,upf,cpu,upf:cpu,1756682520,1756682525,37.6605,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682520,1756682525,30.83659,gauge
demo-000,upf,cpu,upf:cpu,1756682580,1756682585,32.16563,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682580,1756682585,29.3371,gauge
demo-000,upf,cpu,upf:cpu,1756682640,1756682645,35.55558,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682640,1756682645,26.72003,gauge
demo-000,upf,cpu,upf:cpu,1756682700,1756682705,38.27464,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682700,1756682705,24.88802,gauge
demo-000,upf,cpu,upf:cpu,1756682760,1756682765,38.36645,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682760,1756682765,29.06476,gauge
demo-000,upf,cpu,upf:cpu,1756682820,1756682825,36.55073,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682820,1756682825,25.39307,gauge
demo-000,upf,cpu,upf:cpu,1756682880,1756682885,39.41023,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682880,1756682885,28.13338,gauge
demo-000,upf,cpu,upf:cpu,1756682940,1756682945,35.69502,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756682940,1756682945,31.1911,gauge
demo-000,upf,cpu,upf:cpu,1756683000,1756683005,43.94962,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756683000,1756683005,34.30891,gauge
demo-000,upf,cpu,upf:cpu,1756683060,1756683065,32.47681,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756683060,1756683065,27.39898,gauge
demo-000,upf,cpu,upf:cpu,1756683120,1756683125,39.33537,gauge
demo-000,upf,latency_ms,upf:latency_ms,1756683120,1756683125,29.49084,gauge
